"","Filename","Segment","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP","id"
"1","1053.txt",1,26,82,93.79,5.76,1,8.67,23.08,96.15,38.46,15.38,7.69,3.85,3.85,0,0,0,7.69,3.85,11.54,7.69,0,0,0,15.38,3.85,3.85,3.85,0,3.85,26.92,3.85,23.08,3.85,3.85,0,15.38,0,0,0,0,3.85,0,3.85,0,0,0,0,0,0,0,0,3.85,0,3.85,0,0,19.23,3.85,3.85,0,3.85,7.69,0,19.23,0,7.69,3.85,3.85,0,3.85,0,3.85,0,0,0,0,0,0,0,0,0,23.08,11.54,0,0,3.85,0,0,0,0,7.69,0,0,1053
"2","1735.txt",1,24,92.84,50,23.51,1,24,25,87.5,54.17,8.33,0,0,0,0,0,0,8.33,8.33,20.83,4.17,8.33,4.17,4.17,8.33,8.33,0,0,0,0,20.83,4.17,16.67,4.17,0,8.33,4.17,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,4.17,0,8.33,16.67,0,12.5,4.17,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,1735
"3","2228.txt",1,5,92.84,1,99,99,2.5,20,100,40,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,40,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2228
"4","1721.txt",1,24,26.8,33.83,23.51,1,12,8.33,95.83,54.17,4.17,4.17,4.17,0,0,0,0,0,8.33,8.33,8.33,16.67,16.67,0,8.33,12.5,0,4.17,0,4.17,29.17,8.33,20.83,12.5,0,8.33,4.17,0,0,0,0,12.5,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,8.33,0,4.17,0,4.17,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,16.67,0,0,0,0,0,0,0,0,0,1721
"5","1047.txt",1,11,79.25,96.52,85.21,1,11,18.18,100,45.45,9.09,9.09,0,9.09,0,0,0,0,9.09,9.09,9.09,0,9.09,0,27.27,0,0,0,9.09,9.09,9.09,0,9.09,9.09,0,0,9.09,0,0,0,0,18.18,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,9.09,9.09,18.18,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,1047
"6","2200.txt",1,4,99,50,74.76,25.77,4,50,75,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,2200
"7","1709.txt",1,22,87.28,67.52,31.94,25.77,11,22.73,86.36,45.45,18.18,9.09,4.55,4.55,0,0,0,9.09,4.55,18.18,0,9.09,0,0,13.64,0,0,0,0,4.55,9.09,4.55,4.55,4.55,0,0,4.55,0,0,0,0,13.64,4.55,0,4.55,4.55,4.55,0,4.55,0,0,4.55,4.55,0,4.55,0,0,9.09,4.55,0,0,4.55,0,0,9.09,4.55,13.64,4.55,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,1709
"8","289.txt",1,7,92.84,50,1,25.77,7,0,71.43,28.57,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
"9","2214.txt",1,3,99,50,99,25.77,3,0,100,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,66.67,33.33,66.67,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214
"10","504.txt",1,13,42.69,77.92,1,1,13,30.77,76.92,53.85,15.38,7.69,0,0,0,0,7.69,7.69,7.69,7.69,15.38,0,7.69,0,15.38,0,0,0,7.69,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,15.38,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,504
"11","1090.txt",1,12,99,99,99,25.77,6,16.67,83.33,50,16.67,16.67,0,8.33,8.33,0,0,0,16.67,16.67,0,0,0,0,16.67,16.67,16.67,0,0,8.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,16.67,0,41.67,16.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,8.33,0,0,0,0,0,0,0,0,16.67,1090
"12","262.txt",1,2,1.8,50,1,1,2,0,100,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
"13","276.txt",1,13,1,99,1.4,25.77,13,7.69,84.62,69.23,38.46,38.46,0,15.38,23.08,0,0,0,0,7.69,15.38,0,7.69,0,15.38,15.38,15.38,0,0,0,15.38,7.69,7.69,0,0,0,38.46,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,30.77,15.38,7.69,15.38,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,0,0,7.69,0,0,0,0,0,276
"14","1084.txt",1,11,56.58,3.48,31.94,1,11,27.27,100,54.55,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,18.18,9.09,18.18,9.09,0,0,0,0,27.27,0,27.27,27.27,0,0,0,0,0,0,0,27.27,9.09,0,0,9.09,0,9.09,9.09,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,9.09,0,0,1084
"15","510.txt",1,25,13.41,5.5,96.63,25.77,25,16,92,64,16,8,8,0,0,0,0,8,4,16,24,8,4,4,28,8,4,0,0,4,8,4,4,0,0,0,4,0,4,0,0,12,4,0,0,0,0,8,4,4,0,4,0,0,0,0,0,8,4,0,0,0,4,8,16,0,12,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,0,0,0,0,0,8,0,0,510
"16","538.txt",1,9,4.38,1.38,98.01,1,4.5,0,100,66.67,33.33,22.22,22.22,0,0,0,0,11.11,0,11.11,0,22.22,0,0,11.11,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0,538
"17","1912.txt",1,5,51.43,99,1,25.77,5,0,40,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,1912
"18","1906.txt",1,41,72.34,83.54,25.63,1,13.67,21.95,87.8,48.78,7.32,4.88,0,4.88,0,0,0,2.44,7.32,12.2,2.44,9.76,9.76,2.44,19.51,7.32,0,0,0,2.44,7.32,0,7.32,4.88,2.44,0,9.76,0,0,0,0,14.63,2.44,0,7.32,0,2.44,2.44,4.88,0,2.44,2.44,2.44,0,2.44,0,0,9.76,4.88,0,0,2.44,2.44,0,12.2,2.44,19.51,2.44,9.76,9.76,0,0,0,0,0,0,0,0,0,0,0,0,12.2,7.32,4.88,0,0,0,0,0,0,0,0,0,1906
"19","1537.txt",1,18,17.96,95.2,4.97,99,18,5.56,100,55.56,11.11,11.11,0,0,11.11,0,0,0,5.56,11.11,16.67,5.56,11.11,5.56,27.78,0,0,0,0,5.56,16.67,16.67,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,11.11,0,5.56,0,11.11,0,0,27.78,5.56,11.11,5.56,11.11,0,0,0,5.56,0,0,0,0,0,0,0,0,0,16.67,5.56,5.56,0,0,0,0,0,0,5.56,0,0,1537
"20","1251.txt",1,23,80.03,80.77,2.02,1,11.5,13.04,100,65.22,17.39,4.35,0,0,0,0,4.35,13.04,4.35,26.09,13.04,4.35,4.35,0,26.09,4.35,4.35,0,0,0,17.39,0,17.39,0,0,0,8.7,0,0,0,0,8.7,0,0,4.35,0,4.35,0,0,0,0,0,8.7,0,4.35,0,4.35,13.04,0,0,8.7,0,4.35,4.35,21.74,0,13.04,0,13.04,4.35,0,0,0,0,0,0,4.35,0,4.35,0,0,0,21.74,17.39,0,0,0,0,0,0,0,4.35,0,0,1251
"21","909.txt",1,11,79.25,50,31.94,1,5.5,27.27,81.82,45.45,9.09,0,0,0,0,0,0,9.09,9.09,9.09,18.18,0,0,0,18.18,0,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,9.09,0,0,9.09,0,0,0,18.18,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,9.09,0,0,0,0,0,0,909
"22","1245.txt",1,11,31.44,81.84,1,1,5.5,9.09,100,45.45,9.09,0,0,0,0,0,0,9.09,0,18.18,9.09,9.09,9.09,9.09,27.27,18.18,9.09,0,0,18.18,18.18,0,18.18,9.09,0,9.09,18.18,0,0,0,0,27.27,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,9.09,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,9.09,0,0,1245
"23","1523.txt",1,10,98.46,15.86,43.37,1,10,50,90,50,0,0,0,0,0,0,0,0,10,20,0,0,20,0,10,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,20,0,0,10,0,0,10,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523
"24","2002.txt",1,11,98.22,18.16,85.21,25.77,11,18.18,72.73,45.45,9.09,9.09,9.09,0,0,0,0,0,9.09,18.18,9.09,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,18.18,0,0,18.18,9.09,9.09,0,0,0,9.09,0,0,0,9.09,0,0,18.18,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
"25","921.txt",1,13,1,6.21,63.54,25.77,13,15.38,92.31,53.85,23.08,15.38,15.38,0,0,0,0,7.69,7.69,0,15.38,7.69,15.38,0,30.77,15.38,7.69,0,0,7.69,15.38,7.69,7.69,0,0,7.69,7.69,0,7.69,0,0,15.38,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,7.69,0,0,921
"26","935.txt",1,31,35.22,83.34,60.4,25.77,31,3.23,96.77,70.97,12.9,9.68,3.23,3.23,0,0,3.23,3.23,3.23,22.58,16.13,6.45,16.13,0,25.81,0,0,0,0,3.23,0,0,0,0,0,0,12.9,0,0,0,0,12.9,0,0,6.45,0,3.23,3.23,0,0,0,0,0,0,0,0,0,16.13,6.45,3.23,3.23,3.23,0,3.23,22.58,3.23,22.58,6.45,19.35,0,3.23,0,0,0,0,0,0,0,0,0,0,0,6.45,3.23,3.23,0,0,0,0,0,0,0,0,0,935
"27","1279.txt",1,37,39.22,97.06,21.26,1,9.25,18.92,97.3,45.95,13.51,8.11,0,0,5.41,0,2.7,5.41,0,13.51,13.51,8.11,2.7,0,35.14,2.7,0,0,0,0,13.51,2.7,10.81,5.41,2.7,0,18.92,0,0,0,0,5.41,0,0,0,2.7,0,2.7,0,0,0,0,8.11,0,8.11,0,0,10.81,0,5.41,2.7,0,2.7,2.7,24.32,0,13.51,2.7,10.81,2.7,2.7,0,2.7,0,0,2.7,2.7,2.7,0,0,0,0,18.92,8.11,0,0,0,0,5.41,0,0,5.41,0,0,1279
"28","2016.txt",1,5,8.19,2.31,1,1,5,40,100,40,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,40,0,0,0,0,60,20,40,40,0,0,0,0,0,0,0,40,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,40,0,0,0,0,0,0,0,0,0,2016
"29","1292.txt",1,13,42.69,50,1.4,1,13,7.69,76.92,38.46,7.69,0,0,0,0,0,0,7.69,0,7.69,15.38,0,7.69,0,15.38,7.69,7.69,0,0,0,7.69,0,7.69,0,0,0,7.69,7.69,0,0,0,15.38,0,0,7.69,7.69,0,7.69,7.69,7.69,0,0,0,0,0,0,0,15.38,0,0,7.69,0,7.69,0,15.38,0,7.69,0,7.69,0,0,0,0,0,0,15.38,0,0,0,0,0,0,30.77,15.38,0,0,0,0,7.69,7.69,0,0,0,0,1292
"30","706.txt",1,53,13.64,77.48,48.36,1,17.67,5.66,96.23,56.6,22.64,5.66,1.89,0,1.89,0,1.89,16.98,1.89,11.32,13.21,3.77,7.55,1.89,30.19,11.32,7.55,5.66,0,0,13.21,3.77,9.43,3.77,1.89,0,11.32,0,0,0,0,3.77,1.89,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,16.98,0,1.89,1.89,9.43,5.66,0,28.3,1.89,15.09,3.77,5.66,5.66,0,0,1.89,0,0,1.89,0,0,0,0,0,0,9.43,3.77,1.89,0,0,0,0,0,0,3.77,0,0,706
"31","712.txt",1,56,62.42,23.75,89.63,59.59,18.67,8.93,96.43,62.5,19.64,5.36,5.36,0,0,0,0,14.29,5.36,19.64,14.29,1.79,3.57,1.79,21.43,7.14,3.57,3.57,1.79,5.36,1.79,1.79,0,0,0,0,1.79,0,0,0,0,16.07,1.79,1.79,3.57,1.79,5.36,1.79,0,0,0,0,1.79,1.79,0,0,0,5.36,0,3.57,1.79,0,0,1.79,16.07,3.57,23.21,1.79,8.93,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,8.93,3.57,0,0,0,0,0,0,7.14,3.57,1.79,712
"32","1286.txt",1,17,98.92,50,91.95,1,8.5,23.53,94.12,47.06,11.76,5.88,5.88,0,0,0,0,5.88,11.76,17.65,5.88,0,0,0,23.53,0,0,5.88,0,0,5.88,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,23.53,0,23.53,11.76,11.76,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,1286
"33","1443.txt",1,16,71.61,89.42,7.84,25.77,4,6.25,68.75,31.25,12.5,6.25,0,0,6.25,0,0,6.25,0,12.5,6.25,0,6.25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,6.25,6.25,0,0,0,6.25,0,0,0,6.25,0,0,12.5,0,12.5,0,6.25,6.25,18.75,0,0,0,0,0,0,0,0,0,0,0,43.75,18.75,6.25,0,0,0,0,6.25,0,6.25,0,6.25,1443
"34","29.txt",1,22,96.29,50,85.21,94.75,11,18.18,95.45,45.45,13.64,13.64,9.09,0,4.55,0,0,0,9.09,18.18,4.55,0,0,4.55,9.09,0,0,0,0,0,22.73,13.64,9.09,4.55,4.55,0,13.64,0,0,0,0,4.55,0,0,0,0,0,4.55,4.55,0,4.55,0,4.55,0,4.55,0,0,9.09,0,0,4.55,0,4.55,0,13.64,0,13.64,4.55,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,13.64,4.55,0,0,0,0,4.55,0,0,4.55,0,0,29
"35","1325.txt",1,2,92.84,50,99,25.77,2,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325
"36","869.txt",1,4,99,1,99,1,4,0,75,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,869
"37","1331.txt",1,48,94.65,95.2,1.79,25.77,9.6,25,83.33,45.83,8.33,4.17,0,0,2.08,0,2.08,4.17,12.5,12.5,8.33,2.08,4.17,0,14.58,2.08,0,2.08,0,2.08,12.5,6.25,6.25,2.08,0,0,14.58,0,2.08,0,0,4.17,2.08,0,0,2.08,0,0,0,0,0,0,4.17,0,2.08,0,0,16.67,4.17,4.17,10.42,0,2.08,0,14.58,0,6.25,2.08,4.17,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,10.42,2.08,0,0,0,0,0,0,0,0,0,1331
"38","1457.txt",1,10,77.33,50,3.37,99,10,20,70,30,10,0,0,0,0,0,0,10,0,10,0,10,0,0,10,10,0,0,0,10,20,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,1457
"39","2176.txt",1,47,7.74,98.27,51.84,1,7.83,25.53,95.74,55.32,25.53,21.28,8.51,12.77,0,0,0,4.26,4.26,4.26,12.77,4.26,6.38,0,17.02,4.26,0,2.13,0,6.38,12.77,2.13,10.64,8.51,0,0,17.02,0,0,0,0,17.02,6.38,6.38,0,4.26,4.26,0,2.13,0,0,2.13,0,0,0,0,0,19.15,14.89,0,2.13,0,2.13,0,14.89,4.26,6.38,0,2.13,4.26,4.26,0,0,2.13,0,0,0,0,0,0,0,0,21.28,10.64,6.38,0,0,2.13,0,0,0,2.13,0,0,2176
"40","15.txt",1,37,32.06,60.66,54.14,97.99,9.25,10.81,100,67.57,24.32,16.22,10.81,5.41,0,0,0,8.11,2.7,18.92,13.51,2.7,8.11,0,29.73,2.7,0,0,0,2.7,5.41,5.41,0,0,0,0,10.81,0,2.7,0,0,24.32,5.41,0,8.11,2.7,10.81,2.7,2.7,2.7,0,0,2.7,0,2.7,0,0,10.81,8.11,0,0,2.7,0,0,21.62,2.7,10.81,5.41,8.11,0,0,2.7,0,0,0,0,0,0,0,0,0,0,16.22,10.81,5.41,0,0,0,0,0,0,0,0,0,15
"41","1319.txt",1,14,99,76.25,99,99,7,21.43,100,50,0,0,0,0,0,0,0,0,21.43,28.57,0,0,0,0,7.14,14.29,0,0,0,7.14,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,7.14,14.29,0,0,0,0,0,35.71,0,21.43,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,1319
"42","855.txt",1,9,92.84,50,1,1,9,33.33,77.78,44.44,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,11.11,22.22,0,11.11,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855
"43","699.txt",1,52,9.98,35.01,74.76,1,13,19.23,92.31,65.38,17.31,9.62,5.77,3.85,0,0,0,7.69,7.69,9.62,15.38,11.54,9.62,1.92,19.23,5.77,1.92,3.85,0,1.92,7.69,0,5.77,5.77,0,0,3.85,0,0,0,0,19.23,5.77,7.69,1.92,7.69,0,3.85,1.92,0,0,1.92,0,0,0,0,0,7.69,3.85,1.92,1.92,0,0,0,19.23,3.85,11.54,1.92,5.77,5.77,0,0,0,0,0,1.92,0,0,0,0,0,0,11.54,7.69,1.92,0,0,0,0,0,0,1.92,0,0,699
"44","841.txt",1,32,7.54,62.28,1,1,16,15.62,96.88,53.12,12.5,3.12,3.12,0,0,0,0,9.38,6.25,3.12,21.88,3.12,12.5,0,34.38,3.12,0,0,0,6.25,12.5,0,12.5,0,0,6.25,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,3.12,0,3.12,0,0,6.25,0,3.12,0,0,3.12,3.12,15.62,12.5,9.38,3.12,3.12,6.25,0,0,3.12,0,0,0,0,0,0,0,0,0,15.62,3.12,3.12,0,0,0,6.25,0,0,3.12,0,0,841
"45","2162.txt",1,18,1,4.8,58.07,1,9,16.67,88.89,44.44,16.67,16.67,16.67,0,0,0,0,0,0,5.56,16.67,11.11,16.67,0,27.78,5.56,0,11.11,0,5.56,16.67,0,16.67,5.56,0,11.11,0,0,0,0,0,22.22,5.56,5.56,5.56,0,5.56,0,5.56,0,0,5.56,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,27.78,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,27.78,5.56,0,0,0,5.56,0,5.56,0,11.11,0,0,2162
"46","1480.txt",1,26,53.63,12.43,63.54,89.84,26,11.54,88.46,53.85,15.38,15.38,15.38,0,0,0,0,0,3.85,15.38,3.85,7.69,11.54,0,7.69,7.69,3.85,0,0,0,7.69,3.85,0,0,0,0,3.85,3.85,0,0,0,3.85,0,0,3.85,0,0,0,0,0,0,0,3.85,0,3.85,0,0,11.54,3.85,3.85,3.85,0,0,0,7.69,0,11.54,0,7.69,3.85,3.85,3.85,7.69,0,0,0,3.85,0,0,0,3.85,0,15.38,3.85,7.69,0,0,0,0,3.85,0,0,0,0,1480
"47","114.txt",1,52,53.63,93.79,26.92,89.84,13,9.62,86.54,40.38,11.54,9.62,0,1.92,7.69,0,0,1.92,3.85,9.62,7.69,5.77,5.77,1.92,19.23,0,0,0,1.92,3.85,19.23,11.54,7.69,3.85,1.92,1.92,9.62,0,0,0,0,15.38,3.85,1.92,1.92,0,5.77,1.92,1.92,0,0,1.92,1.92,0,0,0,0,11.54,3.85,1.92,0,5.77,1.92,0,17.31,0,13.46,1.92,5.77,7.69,0,0,0,1.92,0,0,1.92,0,1.92,0,0,0,19.23,5.77,11.54,0,0,0,0,0,0,1.92,0,0,114
"48","2189.txt",1,27,7.43,22.95,33.94,1,9,18.52,92.59,55.56,18.52,18.52,14.81,3.7,0,0,0,0,7.41,7.41,22.22,7.41,3.7,3.7,37.04,11.11,0,0,0,0,18.52,0,18.52,11.11,0,3.7,7.41,0,0,0,0,11.11,3.7,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,7.41,3.7,0,0,3.7,0,0,37.04,0,7.41,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,14.81,11.11,3.7,0,0,0,0,0,0,0,0,0,2189
"49","672.txt",1,48,66.38,92.75,48.89,65.25,12,18.75,91.67,50,18.75,6.25,2.08,0,4.17,0,0,12.5,4.17,16.67,8.33,2.08,6.25,0,22.92,6.25,0,2.08,0,4.17,10.42,6.25,4.17,2.08,0,2.08,14.58,0,2.08,0,0,8.33,4.17,0,0,0,2.08,2.08,6.25,0,2.08,4.17,6.25,2.08,2.08,0,0,16.67,2.08,6.25,6.25,2.08,0,4.17,14.58,0,12.5,2.08,8.33,4.17,2.08,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,0,0,4.17,0,2.08,672
"50","666.txt",1,8,1,50,7.84,99,4,12.5,87.5,62.5,12.5,0,0,0,0,0,0,12.5,0,0,12.5,37.5,0,0,25,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,37.5,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,666
"51","100.txt",1,12,92.84,4.8,74.76,25.77,6,8.33,91.67,41.67,8.33,0,0,0,0,0,0,8.33,16.67,8.33,8.33,0,0,8.33,33.33,0,0,0,0,0,16.67,8.33,8.33,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,8.33,0,8.33,0,0,16.67,0,0,0,0,16.67,0,33.33,0,16.67,8.33,16.67,0,0,0,0,8.33,0,0,0,0,0,0,0,0,41.67,0,16.67,0,0,0,16.67,0,0,8.33,0,0,100
"52","1494.txt",1,25,95.99,50,69.14,25.77,8.33,8,96,56,8,4,4,0,0,0,0,4,8,24,12,0,8,0,16,20,16,0,0,0,16,8,8,4,0,4,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,4,12,24,8,0,0,12,4,20,4,12,4,0,0,4,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,1494
"53","128.txt",1,50,20.57,84.14,20.24,63.69,10,18,88,56,22,14,6,6,0,0,2,8,2,14,10,6,10,0,14,10,4,6,0,4,10,6,4,4,0,0,10,0,0,0,0,14,2,4,2,6,2,0,2,0,0,2,4,0,4,0,0,14,6,2,4,2,2,0,12,4,10,2,4,4,2,0,2,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,2,0,0,128
